"Date","GMT","Max_TemperatureC","Mean_TemperatureC","Min_TemperatureC","Dew_PointC","MeanDew_PointC","Min_DewpointC","Max_Humidity","Mean_Humidity","Min_Humidity","Max_Sea_Level_PressurehPa","Mean_Sea_Level_PressurehPa","Min_Sea_Level_PressurehPa","Max_VisibilityKm","Mean_VisibilityKm","Min_VisibilitykM","Max_Wind_SpeedKm_h","Mean_Wind_SpeedKm_h","Max_Gust_SpeedKm_h","Precipitationmm","CloudCover","Events","WindDirDegrees"
2013-11-16,"2013-11-16",10,7,3,7,4,1,93,84,66,1033,1031,1029,10,9,8,19,8,NA,0,6,"Rain",257
2013-11-17,"2013-11-17",10,9,8,8,7,6,93,86,82,1028,1023,1016,10,8,1,10,5,155,0,7,"",16
2013-11-18,"2013-11-18",10,9,8,8,7,5,100,88,81,1016,1010,1008,10,7,2,21,8,NA,0,5,"Rain",266
2013-11-19,"2013-11-19",7,4,2,5,0,-3,87,72,57,1018,1013,1009,10,10,10,23,14,NA,0,2,"",310
2013-11-20,"2013-11-20",8,4,0,5,1,-3,93,80,65,1017,1003,995,10,10,10,27,18,NA,0,4,"Rain-Thunderstorm",270
2013-11-21,"2013-11-21",9,6,3,4,2,1,93,78,58,1013,1004,996,10,10,7,29,16,50,0,4,"Rain",10
2013-11-22,"2013-11-22",8,6,4,3,2,1,87,77,62,1021,1017,1013,10,10,9,24,13,39,0,2,"Rain",1
2013-11-23,"2013-11-23",8,6,4,4,3,2,93,82,71,1026,1024,1021,10,10,8,19,11,NA,0,5,"Rain",355
2013-11-24,"2013-11-24",9,7,5,6,3,0,87,78,57,1035,1030,1026,10,10,8,16,13,NA,0,6,"Rain",356
2013-11-25,"2013-11-25",8,7,5,3,3,2,87,79,66,1039,1037,1035,10,10,10,16,13,NA,0,5,"Rain",350
2013-11-26,"2013-11-26",8,6,3,4,1,0,81,71,62,1040,1038,1035,10,10,10,13,10,NA,0,6,"",319
2013-11-27,"2013-11-27",11,8,6,8,7,4,93,87,81,1035,1033,1032,10,8,5,13,8,NA,0,7,"Rain",255
2013-11-28,"2013-11-28",10,9,9,8,7,7,93,86,82,1035,1034,1033,10,7,4,10,6,NA,0,7,"",311
2013-11-29,"2013-11-29",11,9,7,7,4,2,87,74,58,1033,1026,1021,10,9,6,37,16,58,0,5,"",272
2013-11-30,"2013-11-30",9,7,5,4,2,1,81,72,66,1032,1027,1022,10,10,10,24,18,NA,0,6,"",323
2013-12-01,"2013-12-1",10,7,4,6,4,1,87,80,71,1035,1033,1031,10,10,10,14,10,NA,0,6,"",278
2013-12-02,"2013-12-2",10,8,7,6,4,3,87,78,66,1035,1033,1031,10,10,8,13,5,NA,0,7,"",61
2013-12-03,"2013-12-3",8,7,6,4,2,0,76,70,66,1031,1029,1027,10,10,10,16,6,NA,0,7,"",329
2013-12-04,"2013-12-4",9,7,3,6,2,1,87,74,58,1032,1029,1026,10,10,9,23,16,NA,0,6,"",271
2013-12-05,"2013-12-5",11,7,3,6,1,-1,87,69,53,1032,1023,1015,10,10,9,47,24,71,0,4,"Rain",263
2013-12-06,"2013-12-6",8,7,5,5,1,-2,81,67,57,1029,1027,1024,10,10,10,34,19,NA,0,5,"Rain",274
2013-12-07,"2013-12-7",9,8,7,6,5,4,87,81,71,1028,1026,1025,10,10,9,19,16,NA,0,6,"",248
2013-12-08,"2013-12-8",12,9,6,7,6,4,87,78,67,1026,1025,1024,10,10,10,27,19,47,0,3,"",247
2013-12-09,"2013-12-9",12,9,6,7,6,4,93,83,67,1030,1029,1026,10,9,6,24,16,NA,0,1,"",235
2013-12-10,"2013-12-10",10,7,3,7,4,2,100,89,71,1032,1031,1030,10,6,0,13,5,NA,0,6,"Fog-Snow",134
2013-12-11,"2013-12-11",7,3,1,5,2,1,100,95,81,1031,1029,1027,7,1,0,13,6,NA,0,NA,"Fog-Snow",85
2013-12-12,"2013-12-12",10,6,2,7,5,2,100,88,81,1026,1024,1023,9,5,1,13,5,NA,0,3,"",207
2013-12-13,"2013-12-13",12,10,9,9,7,6,94,80,72,1022,1019,1017,10,9,6,21,10,NA,0,6,"Rain",208
2013-12-14,"2013-12-14",12,8,5,8,6,2,87,77,67,1026,1022,1018,10,10,6,37,21,60,0,4,"Rain",226
2013-12-15,"2013-12-15",13,11,9,11,9,7,94,86,82,1022,1019,1016,10,10,4,34,23,53,0,5,"Rain",210
2013-12-16,"2013-12-16",13,10,8,11,9,6,94,85,76,1020,1016,1014,10,10,5,37,27,60,0,6,"Rain-Hail",229
2013-12-17,"2013-12-17",8,7,5,7,4,3,100,88,81,1025,1021,1015,10,8,1,19,10,NA,0,5,"Rain",71
2013-12-18,"2013-12-18",11,8,6,8,7,5,100,82,71,1015,1007,992,10,9,2,37,18,66,0,5,"Rain-Hail",202
2013-12-19,"2013-12-19",10,8,5,7,3,0,93,74,54,1011,1002,993,10,10,8,35,18,NA,0,2,"Rain-Thunderstorm",233
2013-12-20,"2013-12-20",11,7,4,6,3,1,87,74,62,1022,1019,1011,10,10,10,39,19,63,0,5,"",227
2013-12-21,"2013-12-21",13,11,10,10,8,4,88,81,62,1018,1012,1006,10,9,6,42,34,66,0,6,"Rain-Hail",217
2013-12-22,"2013-12-22",11,8,6,6,3,1,82,69,54,1013,1009,1006,10,10,10,37,23,60,0,1,"Rain",237
2013-12-23,"2013-12-23",13,9,6,10,7,1,88,79,70,1013,998,979,10,9,4,52,24,84,0,5,"Rain-Hail",199
2013-12-24,"2013-12-24",12,9,6,9,6,3,87,77,66,982,980,976,10,9,5,55,32,89,0,4,"Rain-Hail",213
2013-12-25,"2013-12-25",7,6,4,4,3,1,93,82,71,988,985,980,10,10,8,23,13,NA,0,3,"Rain",187
2013-12-26,"2013-12-26",9,6,3,5,3,2,93,87,66,999,995,988,10,10,6,35,10,47,0,5,"Rain",223
2013-12-27,"2013-12-27",12,10,8,10,5,3,88,73,58,991,987,983,10,9,3,45,31,76,0,3,"Rain-Hail",217
2013-12-28,"2013-12-28",9,7,4,3,2,1,87,72,62,1006,998,991,10,10,10,19,14,NA,0,NA,"",237
2013-12-29,"2013-12-29",9,6,2,5,2,1,93,79,62,1019,1015,1006,10,10,10,23,14,NA,0,NA,"",228
2013-12-30,"2013-12-30",11,9,8,8,6,5,87,79,71,1016,1011,1005,10,10,6,39,23,66,0,4,"Rain",201
2013-12-31,"2013-12-31",11,9,7,8,6,3,93,81,71,1011,1004,1001,10,10,9,27,18,37,0,5,"Rain",186
2014-01-01,"2014-1-1",12,9,7,9,7,4,88,82,76,1002,993,984,10,9,5,37,24,63,0,5,"Rain",189
2014-01-02,"2014-1-2",11,9,7,8,6,4,87,77,62,998,993,985,10,10,5,26,19,45,0,3,"Rain-Hail",219
2014-01-03,"2014-1-3",11,9,8,9,5,1,88,72,58,1001,995,991,10,9,4,47,27,66,0,3,"Rain-Hail",220
2014-01-04,"2014-1-4",10,8,5,7,5,2,87,79,66,1000,993,988,10,10,8,35,21,72,0,4,"Rain",211
2014-01-05,"2014-1-5",13,8,4,11,4,1,94,81,71,1004,1000,993,10,9,5,32,14,55,0,5,"Rain-Hail-Thunderstorm",209
2014-01-06,"2014-1-6",14,12,10,11,7,6,88,73,63,999,995,992,10,10,5,39,29,58,0,3,"Rain",221
2014-01-07,"2014-1-7",12,10,9,7,7,5,87,74,67,1008,1003,999,10,10,6,39,27,63,0,4,"Rain-Hail",221
2014-01-08,"2014-1-8",12,10,9,10,7,6,88,81,72,1015,1012,1006,10,10,5,24,16,NA,0,3,"Rain",207
2014-01-09,"2014-1-9",13,9,6,10,5,2,88,73,62,1013,1006,999,10,10,10,39,26,64,0,4,"Rain",247
2014-01-10,"2014-1-10",11,8,5,7,4,2,87,80,67,1015,1014,1013,10,10,10,23,16,NA,0,3,"Rain",227
2014-01-11,"2014-1-11",9,6,2,7,3,0,93,78,62,1025,1019,1012,10,10,7,27,14,NA,0,5,"Rain",274
2014-01-12,"2014-1-12",10,6,1,8,3,-1,93,88,76,1025,1016,1005,10,9,4,21,8,NA,0,5,"Rain",128
2014-01-13,"2014-1-13",11,9,7,9,4,3,88,79,66,1008,1005,1000,10,10,9,27,18,47,0,3,"Rain",213
2014-01-14,"2014-1-14",7,6,4,5,2,0,87,76,61,1007,1004,1000,10,10,10,21,13,NA,0,2,"Rain",250
2014-01-15,"2014-1-15",12,9,7,9,8,5,94,86,82,1004,998,993,10,10,4,24,16,NA,0,6,"Rain",202
2014-01-16,"2014-1-16",11,9,8,9,6,5,88,78,67,993,990,987,10,10,6,26,18,45,0,3,"Rain",194
2014-01-17,"2014-1-17",9,8,7,7,6,4,93,83,71,995,991,987,10,10,8,27,19,45,0,3,"Rain",198
2014-01-18,"2014-1-18",10,9,8,7,6,5,93,80,71,994,992,990,10,10,10,23,14,NA,0,3,"Rain",138
2014-01-19,"2014-1-19",10,8,5,7,3,0,93,76,57,1002,996,991,10,10,10,21,11,NA,0,4,"Rain",197
2014-01-20,"2014-1-20",9,6,2,5,3,1,93,87,71,1012,1008,1002,10,8,0,8,3,NA,0,3,"Fog",44
2014-01-21,"2014-1-21",10,6,2,6,3,1,100,89,66,1012,1010,1006,10,4,0,21,6,NA,0,3,"Fog-Rain",141
2014-01-22,"2014-1-22",10,8,6,7,6,3,93,83,71,1011,1007,1003,10,10,9,19,13,24,0,5,"Rain",210
2014-01-23,"2014-1-23",9,7,5,6,3,0,93,78,57,1015,1012,1009,10,10,5,34,18,52,0,3,"Rain",261
2014-01-24,"2014-1-24",9,7,4,6,3,1,93,80,66,1015,1014,1012,10,10,8,19,11,NA,0,5,"Rain",161
2014-01-25,"2014-1-25",12,9,6,8,5,0,93,79,58,1015,1012,1006,10,9,3,42,13,63,0,6,"Rain",248
2014-01-26,"2014-1-26",10,7,4,8,2,0,87,75,62,1016,1001,989,10,10,8,34,19,52,0,4,"Rain",231
2014-01-27,"2014-1-27",9,6,3,3,2,-1,81,74,62,993,989,987,10,10,9,29,23,NA,0,3,"Rain",237
2014-01-28,"2014-1-28",10,8,5,4,4,3,93,81,66,989,985,984,10,10,4,26,16,NA,0,3,"Rain",176
2014-01-29,"2014-1-29",6,4,4,4,3,2,93,86,81,999,994,989,10,9,6,27,18,NA,0,6,"Rain",96
2014-01-30,"2014-1-30",7,6,4,5,3,3,93,89,81,1005,1002,999,10,8,3,14,11,NA,0,5,"Rain",85
2014-01-31,"2014-1-31",10,7,3,8,4,2,100,86,76,1005,999,985,10,9,3,29,11,47,0,5,"Rain",183
2014-02-01,"2014-2-1",10,8,6,8,3,-1,87,72,53,997,990,982,10,10,5,34,24,53,0,3,"Rain",218
2014-02-02,"2014-2-2",11,9,7,4,3,0,81,69,50,1011,1006,997,10,10,10,29,21,42,0,3,"",220
2014-02-03,"2014-2-3",9,7,5,4,3,1,93,78,62,1010,1004,997,10,10,10,27,16,39,0,2,"",131
2014-02-04,"2014-2-4",9,7,6,4,3,1,87,72,58,1001,997,988,10,10,8,35,18,58,0,3,"Rain",175
2014-02-05,"2014-2-5",11,8,6,6,4,2,87,72,62,990,982,978,10,10,5,39,29,77,0,5,"Rain",191
2014-02-06,"2014-2-6",11,8,6,9,5,2,94,79,62,996,990,980,10,10,7,37,23,58,0,4,"Rain",195
2014-02-07,"2014-2-7",11,8,5,9,4,0,94,75,54,997,989,977,10,9,3,35,19,52,0,4,"Rain",226
2014-02-08,"2014-2-8",10,8,7,7,4,1,87,73,62,986,979,976,10,10,4,47,29,77,0,3,"Rain",208
2014-02-09,"2014-2-9",10,8,6,3,1,-2,76,62,50,991,985,978,10,10,10,42,32,64,0,4,"Rain",231
2014-02-10,"2014-2-10",10,7,4,6,3,1,93,81,62,1000,993,990,10,10,10,27,11,NA,0,5,"Rain",222
2014-02-11,"2014-2-11",9,7,4,5,1,-2,87,71,50,1001,996,989,10,10,7,40,19,66,0,3,"Rain",228
2014-02-12,"2014-2-12",9,7,4,5,2,-1,81,71,57,1003,994,985,10,10,5,42,24,69,0,3,"Rain",212
2014-02-13,"2014-2-13",8,7,5,3,0,-2,76,65,50,1000,992,989,10,10,10,37,24,50,0,2,"Rain",239
2014-02-14,"2014-2-14",13,8,4,9,4,0,93,76,62,1000,990,976,10,9,5,53,23,82,0,5,"Rain",187
2014-02-15,"2014-2-15",11,8,6,4,3,2,81,67,54,1002,989,977,10,10,6,53,40,85,0,4,"Rain",239
2014-02-16,"2014-2-16",10,7,4,5,2,-1,87,73,47,1009,1007,1002,10,10,8,23,16,NA,0,1,"",231
2014-02-17,"2014-2-17",11,8,5,6,5,3,93,78,62,1010,1008,1006,10,10,8,24,11,42,0,3,"Rain",170
2014-02-18,"2014-2-18",11,9,7,8,6,5,87,81,71,1010,1008,1007,10,10,10,24,13,NA,0,4,"Rain",202
2014-02-19,"2014-2-19",11,8,6,8,6,4,93,82,67,1013,1011,1009,10,10,6,23,16,NA,0,5,"",232
2014-02-20,"2014-2-20",13,10,7,9,7,4,88,79,58,1009,1001,998,10,10,7,34,19,50,0,5,"Rain",222
2014-02-21,"2014-2-21",11,8,5,3,2,-2,81,68,43,1004,1003,1001,10,10,10,35,21,50,0,2,"",239
2014-02-22,"2014-2-22",12,9,6,4,2,1,76,67,47,1013,1009,1004,10,10,10,26,21,NA,0,4,"",232
2014-02-23,"2014-2-23",13,11,9,7,6,3,82,72,62,1012,1010,1009,10,10,10,35,24,55,0,5,"Rain",198
2014-02-24,"2014-2-24",14,11,8,7,6,5,81,68,55,1009,1005,1001,10,10,10,26,19,45,0,1,"",181
2014-02-25,"2014-2-25",12,9,7,6,4,3,82,71,58,1006,1001,998,10,10,10,35,21,53,0,3,"Rain",203
2014-02-26,"2014-2-26",12,9,6,4,3,-1,81,69,44,1016,1013,1007,10,10,10,27,14,50,0,2,"",229
2014-02-27,"2014-2-27",12,8,5,6,3,0,87,70,47,1014,1006,1003,10,10,6,29,19,42,0,3,"Rain",224
2014-02-28,"2014-2-28",8,6,4,4,3,1,93,86,76,1003,999,994,10,10,7,29,14,NA,0,6,"Rain",56
2014-03-01,"2014-3-1",9,7,4,4,2,0,93,77,54,1003,1002,1001,10,9,6,16,10,NA,0,4,"",297
2014-03-02,"2014-3-2",11,7,4,6,4,1,87,78,66,1001,994,982,10,10,6,29,16,52,0,5,"Rain",194
2014-03-03,"2014-3-3",8,7,5,6,3,1,93,82,66,996,986,982,10,10,8,21,11,NA,0,4,"Rain",235
2014-03-04,"2014-3-4",11,7,3,4,3,1,93,75,54,1011,1003,996,10,10,6,21,10,NA,0,3,"",250
2014-03-05,"2014-3-5",14,8,3,4,2,1,87,68,44,1025,1020,1012,10,10,9,19,10,NA,0,1,"",239
2014-03-06,"2014-3-6",14,10,7,6,5,4,87,73,55,1025,1024,1022,10,10,10,29,13,47,0,1,"",211
2014-03-07,"2014-3-7",16,12,8,9,6,3,82,70,52,1029,1023,1020,10,10,10,26,13,42,0,3,"",235
2014-03-08,"2014-3-8",16,12,8,7,4,0,87,61,34,1029,1025,1021,10,9,8,27,16,NA,0,5,"",156
2014-03-09,"2014-3-9",20,14,9,6,4,2,76,54,34,1024,1022,1021,10,7,5,16,10,NA,0,NA,"",170
2014-03-10,"2014-3-10",13,9,6,8,5,3,87,76,62,1033,1028,1023,10,10,8,23,10,NA,0,6,"",16
2014-03-11,"2014-3-11",12,9,7,8,6,4,87,81,72,1034,1033,1032,10,10,9,19,16,NA,0,7,"",55
2014-03-12,"2014-3-12",15,9,4,8,6,3,100,81,54,1034,1032,1030,10,8,1,14,6,NA,0,3,"Fog",69
2014-03-13,"2014-3-13",17,11,5,8,6,1,100,80,34,1031,1030,1028,9,3,0,14,6,NA,0,4,"Fog",84
2014-03-14,"2014-3-14",17,10,4,7,5,3,100,75,42,1030,1027,1024,9,4,0,24,10,NA,0,3,"Fog-Rain-Snow",269
2014-03-15,"2014-3-15",18,13,9,6,4,1,82,60,32,1028,1026,1024,10,10,6,29,21,NA,0,1,"",283
2014-03-16,"2014-3-16",19,14,9,8,6,3,87,62,37,1025,1023,1021,10,10,10,26,19,NA,0,NA,"",264
2014-03-17,"2014-3-17",14,11,8,8,6,5,93,74,55,1023,1021,1019,10,9,6,23,16,NA,0,4,"",254
2014-03-18,"2014-3-18",14,11,8,8,5,3,82,68,51,1021,1016,1013,10,10,10,40,21,58,0,5,"Rain",256
2014-03-19,"2014-3-19",16,12,8,8,6,3,87,69,45,1023,1022,1018,10,10,10,27,21,NA,0,NA,"",237
2014-03-20,"2014-3-20",14,11,8,9,7,5,88,77,55,1018,1009,1004,10,9,5,39,24,53,0,4,"Rain",227
2014-03-21,"2014-3-21",12,10,8,7,3,0,87,65,44,1008,1005,999,10,10,9,34,19,48,0,2,"Rain",234
2014-03-22,"2014-3-22",11,8,5,5,2,-3,87,69,38,1002,999,998,10,10,7,35,24,53,0,3,"Rain",241
2014-03-23,"2014-3-23",10,7,3,3,2,-1,87,72,47,1014,1007,1002,10,10,10,34,18,48,0,3,"Rain",291
2014-03-24,"2014-3-24",11,6,2,3,1,-1,93,68,44,1015,1012,1009,10,10,9,23,10,NA,0,2,"",143
2014-03-25,"2014-3-25",10,8,5,6,4,2,93,77,62,1016,1009,1006,10,10,7,26,14,NA,0,5,"Rain",97
2014-03-26,"2014-3-26",9,6,3,3,2,1,100,84,58,1019,1017,1014,10,9,2,27,10,NA,0,4,"Rain",351
2014-03-27,"2014-3-27",11,7,3,5,3,0,93,78,54,1014,1013,1011,10,9,6,26,10,NA,0,3,"Rain",77
2014-03-28,"2014-3-28",13,8,4,7,5,2,100,80,51,1016,1015,1013,10,5,0,24,11,NA,0,3,"Fog",76
2014-03-29,"2014-3-29",19,13,7,8,7,1,100,74,30,1016,1014,1013,10,6,1,29,16,48,0,2,"",91
2014-03-30,"2014-3-30",20,14,8,9,7,3,93,71,33,1014,1013,1012,10,7,4,16,8,NA,0,NA,"",81
2014-03-31,"2014-3-31",17,13,11,10,8,7,88,73,52,1014,1013,1011,10,7,5,16,8,NA,0,1,"Rain",101
2014-04-01,"2014-4-1",20,14,9,10,9,7,100,75,43,1012,1010,1008,10,8,5,19,5,NA,0,2,"Rain",84
2014-04-02,"2014-4-2",18,14,10,11,9,8,94,81,59,1008,1004,1001,8,6,4,24,14,NA,0,NA,"",88
2014-04-03,"2014-4-3",18,14,11,11,10,9,94,80,59,1002,1000,999,10,6,2,19,13,NA,0,5,"",111
2014-04-04,"2014-4-4",15,13,12,11,8,5,88,71,51,1012,1007,1002,10,9,3,21,14,NA,0,6,"",245
2014-04-05,"2014-4-5",16,12,8,12,8,5,88,78,59,1014,1013,1012,10,10,7,26,13,NA,0,5,"",215
2014-04-06,"2014-4-6",16,14,13,13,12,11,94,85,72,1014,1013,1012,10,10,10,34,21,NA,0,6,"Rain",219
2014-04-07,"2014-4-7",15,12,9,13,11,6,94,84,72,1013,1009,1004,10,10,10,37,19,48,0,5,"Rain",211
2014-04-08,"2014-4-8",13,10,7,6,3,0,87,62,41,1025,1017,1010,10,10,9,39,26,42,0,2,"",268
2014-04-09,"2014-4-9",17,11,6,6,6,4,93,67,45,1026,1025,1023,10,10,9,19,14,NA,0,1,"",250
2014-04-10,"2014-4-10",17,12,8,6,5,2,87,62,39,1024,1022,1020,10,10,10,16,11,NA,0,2,"",270
2014-04-11,"2014-4-11",16,13,10,8,4,1,87,58,36,1022,1021,1020,10,10,8,16,11,NA,0,5,"",359
2014-04-12,"2014-4-12",15,12,9,8,5,3,93,66,48,1021,1019,1017,10,10,7,29,14,NA,0,2,"",251
2014-04-13,"2014-4-13",16,13,10,8,5,1,87,62,42,1023,1021,1019,10,10,10,29,16,NA,0,4,"",276
2014-04-14,"2014-4-14",15,12,9,6,3,0,82,59,36,1028,1024,1021,10,10,10,26,19,NA,0,2,"",332
2014-04-15,"2014-4-15",14,9,5,5,2,0,81,64,41,1031,1030,1028,10,10,10,24,10,NA,0,1,"",75
2014-04-16,"2014-4-16",16,10,5,4,2,-4,87,58,27,1030,1028,1024,10,10,10,19,10,NA,0,1,"",113
2014-04-17,"2014-4-17",17,13,9,7,4,1,71,57,34,1024,1020,1017,10,10,10,26,13,NA,0,3,"",274
2014-04-18,"2014-4-18",12,9,7,6,2,0,81,61,47,1021,1020,1018,10,10,10,23,16,NA,0,3,"",10
2014-04-19,"2014-4-19",13,9,6,5,3,1,81,64,50,1021,1018,1015,10,10,10,27,14,NA,0,5,"",53
2014-04-20,"2014-4-20",13,10,8,11,8,5,94,87,77,1014,1007,1003,10,6,4,27,14,NA,0,6,"Rain",55
2014-04-21,"2014-4-21",19,12,6,12,8,6,100,79,46,1006,1005,1004,10,6,1,24,8,NA,0,3,"Rain",56
2014-04-22,"2014-4-22",17,13,10,10,9,7,100,78,52,1014,1008,1004,10,9,3,24,13,NA,0,4,"Rain",197
2014-04-23,"2014-4-23",17,13,9,11,8,5,94,72,45,1020,1017,1015,10,10,9,19,11,34,0,2,"Rain",189
2014-04-24,"2014-4-24",17,13,11,10,9,7,94,75,52,1020,1018,1016,10,10,10,19,8,NA,0,3,"",106
2014-04-25,"2014-4-25",14,12,10,12,9,8,94,89,82,1016,1011,1008,10,7,5,21,10,NA,0,6,"Rain",348
2014-04-26,"2014-4-26",16,13,10,10,7,4,94,71,45,1009,1005,1003,10,10,7,27,16,52,0,3,"Rain",163
2014-04-27,"2014-4-27",15,12,10,9,8,5,94,76,55,1007,1004,1001,10,10,6,32,19,NA,0,4,"Rain",102
2014-04-28,"2014-4-28",17,13,10,10,8,6,94,76,48,1014,1010,1007,10,8,4,27,13,NA,0,3,"",65
2014-04-29,"2014-4-29",16,13,11,11,10,9,94,82,63,1014,1012,1011,10,7,2,24,13,NA,0,4,"",83
2014-04-30,"2014-4-30",20,14,9,10,8,4,100,73,40,1013,1012,1011,10,6,0,23,6,NA,0,3,"Fog",222
2014-05-01,"2014-5-1",14,12,10,11,10,8,100,90,82,1014,1011,1009,10,7,3,11,8,NA,0,5,"Rain",186
2014-05-02,"2014-5-2",12,9,7,10,7,2,94,79,62,1029,1023,1015,10,9,4,21,14,NA,0,5,"Rain",18
2014-05-03,"2014-5-3",14,9,4,3,1,-1,81,59,41,1030,1028,1027,10,10,10,16,8,NA,0,2,"",51
2014-05-04,"2014-5-4",17,11,6,6,3,2,81,59,39,1027,1023,1019,10,10,10,14,8,NA,0,1,"",211
2014-05-05,"2014-5-5",18,12,7,7,5,3,87,58,37,1019,1013,1006,10,10,10,23,11,NA,0,1,"",158
2014-05-06,"2014-5-6",19,16,12,12,8,4,88,63,37,1007,1005,1004,10,10,10,24,16,45,0,3,"Rain",237
2014-05-07,"2014-5-7",17,14,12,10,7,5,82,66,51,1011,1008,1006,10,10,8,37,23,39,0,4,"Rain",247
2014-05-08,"2014-5-8",16,13,12,14,10,6,94,81,63,1011,1008,1004,10,9,5,32,24,55,0,6,"Rain",237
2014-05-09,"2014-5-9",18,14,12,11,7,3,88,60,39,1014,1010,1008,10,10,10,42,27,58,0,3,"",256
2014-05-10,"2014-5-10",18,14,11,12,9,5,94,75,52,1012,1004,999,10,10,6,45,24,63,0,5,"Rain",231
2014-05-11,"2014-5-11",15,12,10,7,5,3,82,63,48,1007,1003,1000,10,10,10,40,32,63,0,5,"Rain",256
2014-05-12,"2014-5-12",17,13,10,8,6,2,87,66,39,1013,1010,1007,10,10,10,26,21,NA,0,4,"Rain-Thunderstorm",267
2014-05-13,"2014-5-13",15,12,9,9,8,5,93,77,55,1026,1019,1013,10,10,10,21,13,NA,0,2,"Rain",277
2014-05-14,"2014-5-14",19,14,9,10,7,3,94,66,37,1035,1030,1026,10,10,10,19,11,NA,0,2,"",335
2014-05-15,"2014-5-15",20,14,9,10,8,6,88,65,40,1036,1035,1035,10,10,10,19,8,NA,0,1,"",102
2014-05-16,"2014-5-16",22,16,10,10,9,7,94,63,43,1036,1032,1028,10,10,10,13,6,NA,0,NA,"",96
2014-05-17,"2014-5-17",23,18,13,13,11,9,77,62,46,1027,1023,1019,10,10,6,13,8,NA,0,7,"",228
2014-05-18,"2014-5-18",24,19,14,12,10,5,88,57,35,1018,1012,1007,10,10,6,21,10,NA,0,2,"",143
2014-05-19,"2014-5-19",25,19,13,13,11,8,94,65,36,1007,1004,1003,10,6,3,27,14,NA,0,NA,"",95
2014-05-20,"2014-5-20",21,18,15,13,11,9,82,66,52,1011,1007,1003,10,9,6,23,13,34,0,1,"",183
2014-05-21,"2014-5-21",19,16,13,12,9,6,94,68,48,1011,1008,1001,10,10,5,23,13,NA,0,3,"Rain",87
2014-05-22,"2014-5-22",18,16,13,13,11,8,100,76,52,1003,1002,999,10,10,5,27,13,37,0,3,"Rain-Thunderstorm",159
2014-05-23,"2014-5-23",18,16,13,9,7,5,77,61,45,1009,1005,1003,10,10,10,26,16,42,0,3,"Rain",153
2014-05-24,"2014-5-24",17,13,11,12,9,7,94,77,52,1013,1010,1008,10,10,8,23,11,NA,0,4,"Rain",157
2014-05-25,"2014-5-25",18,14,11,10,7,3,88,63,39,1020,1017,1013,10,10,10,23,14,NA,0,4,"Rain",191
2014-05-26,"2014-5-26",16,13,11,11,9,6,94,77,59,1020,1018,1016,10,10,7,21,8,NA,0,5,"Rain",331
2014-05-27,"2014-5-27",14,12,11,13,12,10,100,93,82,1016,1013,1012,10,9,4,21,14,NA,0,6,"Rain",317
2014-05-28,"2014-5-28",15,13,11,12,11,10,100,89,77,1013,1011,1010,10,9,4,19,13,NA,0,6,"Rain",277
2014-05-29,"2014-5-29",18,16,13,13,12,11,94,81,64,1020,1015,1012,10,9,5,24,11,NA,0,4,"",92
2014-05-30,"2014-5-30",17,14,13,12,9,7,88,74,52,1025,1023,1020,10,10,8,21,14,NA,0,6,"",60
2014-05-31,"2014-5-31",19,14,9,10,8,4,93,64,42,1026,1025,1024,10,10,10,13,6,NA,0,5,"",344
2014-06-01,"2014-6-1",22,18,14,12,9,6,88,62,38,1023,1022,1020,10,10,8,21,8,NA,0,3,"",47
2014-06-02,"2014-6-2",21,17,14,12,11,9,88,68,46,1020,1018,1016,10,10,8,19,10,NA,0,2,"Rain",232
2014-06-03,"2014-6-3",20,17,14,13,11,9,94,74,52,1016,1012,1009,10,10,10,26,13,NA,0,4,"Rain",221
2014-06-04,"2014-6-4",15,12,9,11,9,5,88,77,55,1008,1005,1003,10,10,10,34,13,48,0,4,"Rain",231
2014-06-05,"2014-6-5",20,14,9,10,7,3,94,63,33,1014,1010,1005,10,10,8,29,21,NA,0,4,"Rain",246
2014-06-06,"2014-6-6",22,16,10,12,9,7,82,62,46,1015,1013,1012,10,10,10,34,14,NA,0,NA,"",98
2014-06-07,"2014-6-7",23,19,15,16,13,10,88,70,49,1016,1012,1008,10,10,9,24,18,NA,0,2,"Rain",187
2014-06-08,"2014-6-8",25,19,14,14,11,8,88,59,36,1019,1018,1016,10,10,10,16,8,NA,0,1,"Rain",201
2014-06-09,"2014-6-9",26,21,16,17,14,11,83,69,42,1018,1016,1014,10,10,10,24,11,NA,0,3,"Rain",143
2014-06-10,"2014-6-10",23,19,15,15,10,7,83,57,38,1022,1017,1014,10,10,10,29,14,NA,0,3,"",234
2014-06-11,"2014-6-11",23,18,13,11,9,7,88,59,36,1029,1026,1022,10,10,10,21,13,NA,0,2,"",264
2014-06-12,"2014-6-12",26,20,15,13,11,8,82,55,34,1029,1027,1026,10,10,10,13,5,NA,0,1,"",18
2014-06-13,"2014-6-13",25,20,16,13,11,9,77,54,36,1026,1024,1022,10,10,10,19,8,NA,0,1,"",360
2014-06-14,"2014-6-14",20,18,14,15,12,9,83,70,60,1027,1025,1023,10,10,10,21,13,NA,0,4,"Rain",29
2014-06-15,"2014-6-15",18,16,14,11,10,9,77,69,59,1028,1027,1027,10,10,10,23,14,35,0,6,"Rain",25
